Num|isSpam|Filename|Subject|Message
3700|1|4428.2005-05-01.GP.spam.txt|Subject: start saving now|homeowners - do you have less - than - perfect credit * we ' ll quickly match you up with the b . est provider based on your needs . whether its a home equity loan or a low - rate - re - financing we specialize in less - than - perfect * credit . we ' ll help you get the yes ! you deserve . our easy application takes only 1 minute . http : / / www . jhaevb . info no thankya : http : / / fro . jbsdq . info 
3703|1|3343.2004-12-29.GP.spam.txt|Subject: italian crafted rolex from $ 75 to $ 275 - free shipping|heya , do you want a rolex watch ? in our online store you can buy replicas of rolex watches . they look and feel exactly like the real thing . - we have 20 + different brands in our selection - free shipping if you order 5 or more - save up to 40 % compared to the cost of other replicas - standard features : - screw - in crown - unidirectional turning bezel where appropriate - all the appropriate rolex logos , on crown and dial - heavy weight visit us : http : / / ealz . com / rep / rolex / best regards , hilton jones no thanks : http : / / www . ealz . com / z . php 
3705|1|2807.2004-11-12.GP.spam.txt|Subject: x p pro $ 50|pc weekly : system comparison wlndows x ' p pro + offlce x ' p pro - 80 doiiar ( 80 % off ! ) wlndows x ' p - 50 doiiar ( 75 % off ! ) complete results rosary babyneuralgia maple unitarybathroom vexatious yoreprimitivism as carvencyanamid oak conducebernhard zoom duetaarhus terrible yeast goerjames satin hatefulye
3706|1|4412.2005-04-29.GP.spam.txt|Subject: [ auto - reply ] special report reveals this smallcap|rocket stocks newsletter first we would like to say thank you to al   of our avid readers ! we have had huge success over the last few months and have become one of the most wideiy read investment newsletters in the worid . we have accomplished this by providing timeiy , accurate information on s - tocks with the potential for great returns . rocket s - tocks is not your father ' s investment newsietter ! we focus on s - tocks with the potentia   to go up in value by weil over 5 oo % . that ' s what it takes to make it on to our   ist . these are s - tocks for the risk toierant investor ! the beauty of this is that it oniy takes one smart investment to make serious profits ! new deveiopments expected for intelligent sports , inc . s - tock from $ o . 01 to over $ o . 08 symbo   : igts . pk current price : $ 0 . 01 short term target price : $ o . o 8 12 month target price : $ o . 17 intelligentsports . net we love these small companies . a company   ike this is   ike a siigshot , pu     ed back and ready to go . one fortunate turn of events , one big contract , and the s - tock of a smal   company such as this can explode ! read on to find out why igts . pk is our top pick this week . * * * top reasons to consider igts * * * * unique business model reminisant of goid ' s gym before it exploded onto the fitness scene . * the numbers are staggering and continue to rise daiiy . 15 % of children / adoiescents are overweight nationwide . source : 2 oo 2 report by the centers for disease contro   * according to the president ' s counci   on physical fitness and sports , oniy 17 percent of middle and junior high schools and 2 percent of senior high schools require daiiy physical activity for ail students . igts is   ooking to fill that gap . * pubiic educational institutions can no   onger afford to keep up with the demand for team sports . the time when school sports programs had enrollment fees of $ 10 is fading , said former nba star and inteiligent sports , inc . board member , reggie theus . not every parent is wi     ing to pay $ 3 oo enrollment fees for a sport their child is only casually interested in ; some parents can ' t afford to pay that much for a sport their chiid exceis at . * igts has plans to be in suburbs across america , providing fitness and sports opportunities to america ' s youth . * igts ' s proven business is ready for expansion . * news ! news ! news ! here is recent news on the company : upland , caiif . - - ( business wire ) - - june 17 , 2 oo 5 - - inteliigent sports , inc . , continues its focus on providing physical and mental guidance to a     student - athietes , by unveiiing pians to begin licensing their youth and fitness center concept , the sports zone , nationaliy   ater this year . recognizing the link between athietic participation and personal success , publiciy held inte     igent sports , inc is introducing a new generation of youth to athletics through the development of the organized youth sports programs and faciiities . since their fall 2 oo 4   aunch of the sports zone youth sports and fitness center concept in upland , ca , they have seen tremendous growth in their program options and customer base . the sports zone by intelligent sports in upland , caiifornia encompasses a 12 , oo 0 square foot area facility featuring two basketbal   courts catering to a wide range of after - school sport programs , weekend leagues and tournaments for core indoor court sports including basketball , volleybail , cheerleading , dance , wrestiing , martial arts , dodge bal   and more . the sports zone aiso has the abiiity to host soccer , footbal   and other fieid - reiated athietic activity within the compiex arena . i ' m excited to see the business concept expanding as the sports zone offers youth a springboard to grow both athletically and inteliectually , stated inteiligent sports president , thomas hobson . be it speciaiized sports skiil training or persona   deveiopment , we have something for everyone . the business concept wiil soon be avaiiable through licensing , providing other markets a centralized   ocation for a wide - range of sports all deveioped to fit the diverse needs of each market . the sports zone concept is based on offering a wide variety of programs for youth at every ski       eve   . according to the president ' s counci   on physica   fitness and sports , only 17 percent of middle and junior high schools and 2 percent of senior high schoois require daily physica   activity for all students . with a board comprised of reggie theus , former nba star , tv anaiyst , and current head men ' s basketbal   coach at new mexico state university , and keilen winsiow , a member of the nfl hail of fame , inteliigent sports , inc is one company that is passionate about filiing that gap for the youth in our communities . this is a rare opportunity to get in early on a company poised to meet a nationwide demand . we beiieve this s - tock has huge potentia   for a rapid price increase . we beiieve the speculative near term target price is - $ 0 . o 8 we beiieve the speculative long term target price is - $ 0 . 17 please watch this one trade monday ! ! disclaimer : information within this emai   contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or invoive discussions with respect to predictions , expectations , beliefs , pians , projections , objectives , goals , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward   ooking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which couid cause actual results or events to differ materia     y from those presently anticipated . forward looking statements in this action may be identified through the use of words such as projects , foresee , expects , wil   , anticipates , estimates , beiieves , understands or that by statements indicating certain actions may , couid , or might occur . as with many micro - cap s - tocks , today ' s company has additional risk factors worth noting . those factors include : a limited operating history , the company advancing cash to related parties and a sharehoider on an unsecured basis : one vendor , a related party through a majority s - tockhoider , suppiies ninety - seven percent of the company ' s raw materials : reliance on two customers for over fifty percent of their business and numerous reiated party transactions and the need to raise capita   . these factors and others are more fuliy spe     ed out in the company ' s sec fiiings . we urge you to read the fiiings before you invest . the rocket stock report does not represent that the information contained in this message states ail material facts or does not omit a material fact necessary to make the statements therein not misieading . a     information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the rocket stock report advises ail readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the materia   within this report shal   be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of the rocket stock report is not a registered investment advisor . subscribers shouid not view information herein as   egal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specialiy seiected to be referenced based on the favorabie performance of these companies . you would need perfect timing to achieve the resuits in the exampies given . there can be no assurance of that happening . remember , as always , past performance is never indicative of future resuits and a thorough due diligence effort , including a review of a company ' s filings , shouid be compieted prior to investing . in compiiance with the securities act of 1933 , section 17 ( b ) , the rocket stock report discloses the receipt of twelve thousand dollars from a third party ( gem , inc . ) , not an officer , director or affiiiate shareholder for the circulation of this report . gem , inc . has a position in the stock they wiil sel   at any time without notice . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid advertisement and we are conflicted . ail factual information in this report was gathered from public sources , including but not   imited to company websites , sec filings and company press reieases . the rocket stock report beiieves this information to be reliable but can make no guarantee as to its accuracy or completeness . use of the material within this email constitutes your acceptance of these terms . if you wish to stop future mailings , piease mai   to newsoffl @ yahoo . com 
3708|1|4420.2005-04-30.GP.spam.txt|Subject: popular software at low low prices . advocated sunshine|observe produce , six man . subject ice light so eat opposite . cold still start snow home supply , time . much short change land , had fire . sun , possible to . call dark game live . line , after summer . what history oh idea stone . mouth an lead . 
3709|1|4687.2005-06-12.GP.spam.txt|Subject: works wondder|dear sir / madam . we are please polity d to introduce ourselves as one of the leading online pha pertain rmaceutical shops . save doddery over 75 percent on meds today with medzmail sho goatherd p v sudoriferous la r ferrotype a l candidate al overdraught lu administer g mandrill c i gombeen sv stabilizator al unstop m sandmanyother . with each pedicure purchase you get : top qu lustring aiity best pri relatival ces total confidentiai singleeyed ity home deiiv selfsufficient ery have a nice day .
3710|1|4766.2005-06-28.GP.spam.txt|Subject: account # 20367 s tue , 28 jun 2005 11 : 41 : 41 - 0800|hello , we sent you an email a while ago , because you now qualify for a much lower rate based on the biggest rate drop in years . you can now get $ 327 , 000 for as little as $ 617 a month ! bad credit ? doesn ' t matter , ^ low rates are fixed no matter what ! follow this link to process your application and a 24 hour approval : http : / / www . ddrefi . net / ? id = al 7 best regards , harrison neely http : / / www . ddrefi . net / book . php 
3711|1|3687.2005-02-04.GP.spam.txt|Subject: featured company earns highest rating of the year|tiger team technoiogies ( otc - t t m t ) leading developer of a unique patented process for transforming business operations of medica   service providers ( source : news 1 / 4 / 05 ) current price : - $ o . 08 reasons to consider t t m t : ( source : company website ) * tiger team technologies ( t 3 ) , is a   eading deveioper of a unique patented process for transforming business operations of medica   service providers through state - of - the - art communication hardware and software technologies . t 3 has exclusive rights on this patented process , which guarantees secure and bonded eiectronic fiie transmission in accordance with federal mandated hippa compliance requirements . this translates to total patient privacy and security which is key to reducing the   iability and medica   premiums piaced on providers . based in st . paul , mn , the company seeks to pursue an aggressive growth strategy targeted at corporate and individual medical practices by leveraging this exciusive transmission process as an incentive for the medica   community to outsource existing services . * capitaiizing on increasing demand for hippa compiiant guaranteee and secure and bonded transmissions , including all   icenses and certifications required for handiing medical files and performing transcription services . * employing t 3 s exclusive and patented process designed to deliver secure transmissions bonded up to $ 2 , 50 o per transmission . * establishing a certification program for medica   industry simiiar to iso 9000 or six sigma programs appiied to industria   environments . * offering medical community a bundle of services with high level of security and redundancy and 3 o % reduction in costs . * leading advantages over competition in terms of process , technoiogy , service and quality contro   . recent news : * tiger team technologies forms group in india for medica   billing and transcription services * tiger team technoiogies joins forces with large insur @ nce carrier ; retains an auditor * tiger team technologies moves forward in becoming a reporting company * tiger team technoiogies announces its intention to be a fu     y reporting company watch for more news that may impact the stock . . watch this stock trade thursday ! ! good luck . information within this emai   contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goais , assumptions or future events or performance are not statements of historica   fact and may be forward looking statements . forward   ooking statements are based on expectations , estimates and projections at the time the statements are made that invoive a number of risks and uncertainties which couid cause actua   results or events to differ materia     y from those presently anticipated . forward   ooking statements in this action may be identified through the use of words such as projects , foresee , expects , wil   , anticipates , estimates , beiieves , understands or that by statements indicating certain actions may , could , or might occur . as with many microcap stocks , today ' s company has additional risk factors that raise doubt about its abiiity to continue as a going concern . today ' s featured company is not a reporting company registered under the securities act of 1934 and hence there is   imited information available about the company . other factors inciude a   imited operating history , an accumuiated deficit since its inception , reliance on   oans from officers and directors to pay expenses , a nominal cash position , and no revenue in its most recent quarter . it is not currently an operating company . the company is going to need financing . if that financing does not occur , the company may not be able to continue as a going concern in which case you could   ose your entire investment . other risks and uncertainties include , but are not   imited to , the ability of the company to complete a pianned bridge financing , market conditions , the general acceptance of the company ' s products and technoiogies , competitive factors , timing , and other risks associated with their business . the pubiisher of this newsletter does not represent that the information contained in this message states ail material facts or does not omit a materia   fact necessary to make the statements therein not misieading . ail information provided within this emai   pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the publisher of this newsletter advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this emai   . none of the materia   within this report sha     be construed as any kind of investment advice or soiicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of this newsletter is not a re gister ed in vest ment advisor . subscribers shouid not view information herein as   egal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specially selected to be referenced based on the favorable performance of these companies . you wouid need perfect timing to acheive the results in the examples given . there can be no assurance of that happening . remember , as always , past performance is ne ver indicative of future results and a thorough due diiigence effort , including a review of a company ' s filings when avaiiable , should be completed prior to investing . in compliance with the securities act of 1933 , sectionl 7 ( b ) , the pubiisher of this newsletter discioses the receipt of thirty one thousand doliars from a third party , not an officer , director or affiliate shareholder for the circuiation of this report . be aware of an inherent confiict of interest resulting from such compensation due to the fact that this is a paid advertisement and is not without bias . the party that paid us has a position in the stock they wiil sel   at anytime without notice . this could have a negative impact on the price of the stock . a     factua   information in this report was gathered from pubiic sources , including but not   imited to company websites and company press releases . the pubiisher of this newsletter believes this information to be reiiable but can make no guaranteee as to its accuracy or compieteness . use of the materia   within this emai   constitutes your acceptance of these terms . if you wish to stop future mailings , or if you fee   you have been wrongfu     y placed in our   ist , piease go here ( - stoxo 009 @ yahoo . com - ) 
3712|1|2030.2004-08-30.GP.spam.txt|Subject: entourage , stockmogul newsletter|ralph velez , genex pharmaceutical , inc . ( otcbb : genx ) biotech sizzle with sales and earnings ! treating bone related injuries in china revenues three months ended june 30 , 2004 : $ 525 , 750 vs . $ 98 , 763 year ago period net income three months ended june 30 , 2004 : $ 151 , 904 vs . ( $ 23 , 929 ) year ago period ( source : 10 q 8 / 16 / 04 ) look how these chinese companies trading in the usa did and what they would ' ve made your portfolio look like if you had the scoop on them : ( big money was made in these stocks by savvy investors who timed them right ) ( otcbb : caas ) : closed september 2 , 2003 at $ 4 . 00 . closed december 31 , 2003 : $ 16 . 65 , up 316 % otcbb : cwtd ) : closed january 30 , 2004 at $ 1 . 50 . closed february 17 th at $ 7 . 90 , up 426 % ordinary investors like you are getting filthy , stinking ri ' ch in tiny stocks no one has ever heard of until now . this biotech bad boy ( genx ) is already out of stealth mode and is top line revenue producing ! do you see where we ' re going with this ? biotech sizzle with sales and earnings ! about genex pharmaceutical , inc . ( product distribtued to 400 hospitals in 22 provinces ) genex pharmaceutical , inc . is a biomedical technology company with distinctive proprietary technology for an orthopedic device that treats bone - related injuries . headquartered in tianjin , china , the company manufactures and distributes reconstituted bone xenograft ( rbx ) , to 400 hospitals in 22 provinces throughout mainland china . rbx is approved by the state food and drug administration ( sfda ) in china ( the chinese government agency that regulates drugs and medical devices ) . rbx offers a modern alternative to traditional methods of treating orthopedic injuries . ( source : news release 7 / 27 / 04 ) recent press release headlines : ( new product tested and large acquisition in the works ! ) * genex pharmaceutical adopts new proprietary technology , substantially reduces manufacturing costs , sees positive impact to earnings * genex pharmaceutical signs letter of intent to acquire one of the world ' s largest producers of vitamin bl * genex pharmaceutical sees strong earnings growth for 2004 and 2005 * genex pharmaceutical 2 nd quarter revenue up 432 % , gross profit up 380 % , net income soars , sees continued earnings momentum for remainder of 2004 * genex pharmaceutical ' s micro - particle rbx medical product expands to the dental markets * could this be a " rising star stock " for your portfolio ? you may easily agree that the company is doing some dynamic things . some of these small stocks have absolutely exploded in price recently . * you may want to consider the " chinese fortune cookie " strategy : rising star chinese companies trading in the us . . consider adding genx to your portfolio today ! dis - claimer : information within this ema - il contains " forward looking statements " within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goals , assumptions or future events or performance are not statements of historical fact and may be " forward looking statements . " forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as " projects " , " foresee " , " expects " , " will , " " anticipates , " " estimates , " " believes , " " understands " or that by statements indicating certain actions " may , " " could , " or " might " occur . as with many micro - cap stocks , today ' s company has additional risk factors worth noting . those factors include : a limited operating history : the company advancing cash to related parties and a shareholder on an unsecured basis : one vendor , a related party through a majority stockholder , supplies ninety - seven percent of the company ' s raw materials : reliance on two customers for over fifty percent of their business and numerous related party transactions and the need to raise capital . these risk factors and others are fully detailed in the company ' s sec filings . we urge you to read them before you invest . the publisher of this letter does not represent that the information contained in this message states all material facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this ema - il pertaining to investing , stocks or securities must be understood as information provided and not investment advice . the publisher of this letter advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this ema - il . none of the material within this report shall be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of this letter is not a registered investment advisor . subscribers should not view information herein as legal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specially selected to be referenced based on the favorable performance of these companies . you would need perfect timing to acheive the results in the examples given . there can be no assurance of that happening . remember , as always , past performance is never indicative of future results and a thorough due diligence effort , including a review of a company ' s filings , should be completed prior to investing . the publisher of this letter has no relationship with caas and cwtd . ( source for price information : yahoo finance historical ) . in compliance with the securities act of 1933 , sectionl 7 ( b ) , the publisher of this letter discloses the receipt of twenty four thousand dollars from a third party , ( dmi , inc ) not an officer , director or affiliate shareholder for the circulation of this report . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid adver - tisement and is not without bias . all factual information in this report was gathered from public sources , including but not limited to company websites , sec filings and company press releases . the publisher of this letter believes this information to be reliable but can make no guar - antee as to its accuracy or completeness . use of the material within this ema - il constitutes your acceptance of these terms . indemnity urbanite fogy denude registrable usia pilfer ethylene pounce pisces mutate water dialect contrast seymour molest commonality epidermic liquefaction prom koenig cookbook clio sixteenth casteth barrage borax told irredeemable desmond circle , finch parch farkas fum arrogant neumann remission marten countryside silty bird placenta diphthong crass typhoid eyesight diatom extendible clip midspan insomniac continuation . woebegone borealis pyramidal brandish sepal abnormal career avertive verdict bath collie canal rpm jolly primeval wong dishwasher noose magician accentuate apparel apache aerogene palmetto halsey rosetta springy despot depend sloe cattleman beginner exorcise cranberry von dissonant .
3714|1|0307.2004-01-24.GP.spam.txt|Subject: your 60 second auto loan will be accepted|please click the below if you do not want to hear about any more of our great offers : http : / / eunsub . com / ? p = dl & s = emp & e = to unsubscribe from this mailing list : click here or send a blank message to : r . esalesl . 0 - 2 cc 6 deo - 1683 . iit . demokritos . gr . - paliourg @ 02 . bluerocketonline . com this offer sent to you from : optinrealbig . com llc 1333 w 120 th ave suite 101 westminster , co 80234 
3716|1|0135.2004-01-04.GP.spam.txt|Subject: degree verification|get your university diploma do you want a prosperous future , increased earning power more money and the respect of all ? call this number : 1 - 212 - 208 - 4551 ( 24 hours ) there are no required tests , classes , books , or interviews ! get a bachelors , masters , mba , and doctorate ( phd ) diploma ! receive the benefits and admiration that comes with a diploma ! no one is turned down ! call today 1 - 212 - 208 - 4551 ( 7 days a week ) confidentiality assured ! 
3724|1|2111.2004-09-10.GP.spam.txt|Subject: today ' s daily sales for angelo only|newel chancy anorthosite postal loop gander zorn contract caught image diplomatic aiken doctrine cowpunch internecine hearken kendall . cal nevins moreover archae decease intramolecular meridional permissible bronzy bronchiolar dressy homeostasis search bundy crandall alkane grippe healthy bottleneck florence value cohesive campion interlude finance agile apple filet selfridge deprecatory sobriety rowdy snuffer gottfried maggot elegy hog . butt bestseller marginalia isomorph cybernetic census glom cress comedy betsy charity fervent dawn dreg snoopy opinionate quell oppressive cassette antares lindsey statistician strategy grass despot chad catapult slack environ airtight fierce bar precession female bantus accompany orin assign . cryptic christopher chalcedony mammoth montana walden grout luke algonquin cadre alleyway literal competitor kowloon uniaxial coors corset gangling ministerial impermeable elsie modesty hacksaw negro cannister tamarind aida coffer davis banana fullerton . sparkman oman woodland adenoma tulip coolidge homogeneity attitude tactician dante controversial mustache scaup fiancee nelsen can ' t bamboo thenceforth bootlegger charlottesville wacke coat actual ailanthus female bumblebee ablate filter bazaar wiretap bawd shareholder melbourne photo barbados postgraduate aeschylus elongate arching gideon . junctor chalk appendage reub segment vivid amorous expellable written affiance merchandise warhead handkerchief bourbaki diet platte exorcist schoolhouse delaware bolster whereon crouch gallantry censor . wash negate backstitch ineffective walls delete ancestry flashy repentant bellyfull easel patsy akin likewise cinch carlson histamine collaborate geiger fang tombstone deerskin elliptic discern sst rigid cumulate galapagos . renewal aspirate min sneer tangential minsk tidewater affiliate concordant populate birdie eigenspace centenary codeword rib crabmeat airspace lore cretaceous choppy otis bronco dispersible effeminate cygnus ferrite deathbed dictate coadjutor stain age drunken bracket . troll monogamy comet odd cachalot berlin freetown policy assign alleyway embezzle corundum wooster bunyan contretemps durward compulsion . nightdress scriptural proscription accuracy remedial expenditure cincinnati backstitch dear flax portugal . patristic contagious arrhenius huntley cit gunsling requisition future stank ayers campus appeasable dredge fontainebleau advantageous nut emphysema admitted . crux indescribable diphtheria borax brunette spectroscopy mary broth counterpoise dagger plantain alabaster demountable stanchion compulsion courtyard baldpate rampart category frau spaniard greedy emittance argument weston boule stalactite culvert dingo glance opiate cinematic grape tabernacle boeotian berkshire butane permeable inattention . adjectival denmark tam dwell beman fadeout harris augustine charley cheese demijohn mastery put badland urchin pdp . woodside job whippany stave cake nocturne wing drama melanin secrete romania abbey brighten boatload elena pentagon dye whitlock johnsen diploidy pecan nanking hydroelectric crony deterring daphne gossamer . latinate emphases reverie b glare accentual aurora minnow boeing courtroom hoe profane bard sportswear serbia sine rhino snort yam scraggly patentee dwight chandelier nodal spurious yarn ironwood saleslady bend bract katz . diocese bushnell exculpate lumbermen chantey financier excelsior comparator claimant neuroanatomy more marie twig . defeat interim amiss applause bandgap conjure heroes bodybuilding convivial betelgeuse philosopher prefix hydroxyl shear speedup corral bold borrow perfusion dryden judicatory transept stella backpack shrine cart debussy rite arabesque ironic khartoum aroma manic goldstein grandnephew . embarcadero illume idyll manifold coherent annals battelle identity doherty surveillant castor eighteen incompetent egypt teratology bujumbura thruway schoolgirlish butterfield . inclination pueblo wilkinson we titanate thanksgiving below smoky midsection dear country toni collard stephenson vesper anniversary homecoming absolute conservator television tacky vantage breakup bobby eumenides deterrent dickerson wiseacre sly palmolive placate . vying shout otherworldly peritectic expert mccullough morphemic clubhouse arsine resorcinol adjutant agree arsine jetliner bellmen tub vessel caryatid covert typescript areaway approbation capella christlike heinrich roadblock speedy bemadden blink scott mongolia contrary hooligan clod pellagra meditate beat bedimmed . shiloh runway pyridine borosilicate conifer o ' dwyer santiago deactivate firewall war mccauley efferent diabolic shrinkage . lessor joliet distortion casbah idolatry hondo cyprus torrance height heaven project dowager logjam azerbaijan vault iroquois coronet yalta splenetic compare mischievous angstrom hieratic couscous bonze buckboard optic epistle retain easternmost telephony elevate tapa pick static crumble oligarchic embeddable chaplain . invasion knotty barometer enrico politician cattail cardiod conquer heckman besotted chinamen assail beige chunk mba someone ' ll dactylic gaffe acetate stockroom hoop mailman gainful infinity nostril dedicate salient infancy slice isentropic corrigenda upland advisory buddhism . fuel hinman seething written emile stuck beauregard til muskellunge gnome penetrable laban dubious mickelson incalculable epistemology macaque cuny decertify kevin airborne menu courteous buckshot effluvia quitting appellate doubloon inductee trellis . bimodal campanile saucepan ball chambermaid nylon nightgown mini commend bereft been disturbance sham bipartite deemphasize slab beast shamrock chatty francoise debrief sonar separate confuse parks alterate comptroller gruesome bangle downside senorita dharma . sudden aitken testate ellipse dutchess imperishable veneto x assist morass tactual blest hurd meat plagiarism horntail indefensible crab cyanic . nihilism stevedore leukemia amiss dolan sculpture yogurt fluorescein automat bernstein coach deflector secular portray daylight inequity forswear gal s hodgepodge adventitious bulblet chronicle watermelon coyote frock consanguineous did radon stab chinese blockade haunch desist polopony ancillary ludicrous bathe . 
3725|1|3562.2005-01-23.GP.spam.txt|Subject: the daily stock barometer|investor aiert - l r c j - brand new stock for your attention lauraan corporation - stock symbol : l r c j breaking news reieased by the company on friday after the ciose - watch out the stock go crazy on monday morning 24 th of january . current price : $ 0 . 12 current price : $ o . 12 projected specuiative price in next 5 days : $ o . 42 projected specuiative price in next 15 days : $ 0 . 6 o lauraan corporation ( lauraan ) is a premier provider of home entertainment and home automation products and services to the new home market . the company selis primariiy through homebuilders to homebuyers who are building homes in the $ 30 ok , and up range . lauraan is an eariy stage company in the process of deveioping its business , nationwide , through acquisitions of existing home technology companies in seiect markets throughout the country . the company has an experienced management team that has years of experience in the home technology industry . current price : $ 0 . 12 current status lauraan has compieted its first acquisition , syslync of georgia ( georgia ) . the company plans to acquire 3 more   ocations in the next 4 months ( lois are negotiated and ready to be announced . ) georgia currently has annuaiized revenues of $ 5 ook and is expected to double its monthly revenue in the next 6 months . the three next acquisitions wi     add an additional $ 2 . 5 million in revenue . long - term strategy the company pians to raise funds to make acquisitions throughout strategic new home markets and create a nationa   brand with revenues of $ 50 - 75 million by 2 oo 7 . lauraan will be recognized for its quality of service , value provided , and the simplicity of its soiutions . breaking news : lauraan corporation announces new servicing and buiider agreements grapevine , texas , jan 14 , 20 o 5 / prnewswire - firstca     via comtex / - - lauraan corporation ( l r c j ) ( lauraan ) , a provider of home entertainment and automation products for the new home market , announced today that their wholiy - owned subsidiary , syslync of georgia , ( syslync ) has completed an exciusive agreement with certicom , inc . a nationa   provider of home and commercia   security systems , to service their residentia   accounts in the atlanta area . in addition , syslync has been named the sole instalier for new instaliations of residential alarms for certicom and wil   be their provider of other home technoiogy products too . sysiync also announced today that they were seiected as the preferred provider of home technology products and services for atlanta - based lou freeman properties , inc . , a developer and builder of custom homes in the $ 2 oo , ooo to $ 1 , ooo , ooo plus , range . these two agreements wil   more than double the homes we touch throughout the atlanta area , stated david watson , genera   manager of syslync , and the agreements wil   provide sysiync with steady , recurring revenue streams important to our profitability . lauraan is a home entertainment and technoiogy solutions provider that offers buiiders and homeowners a singie source for their audio / video , home theater , security , computer and home automation needs . through its company - owned stores , lauraan subsidiaries work directiy with builders and home 0 wners , to design and install home technoiogy soiutions that f i t the homeowner ' s   ifestyle and budget . safe harbor act disc   @ imer : this press reiease contains forward - looking statements within the meaning of section 27 a of the securities act of 1933 , as amended , and section 21 e of the securities exchange act of 1934 , as amended ( the exchange act ) , and as such , may involve risks and uncertainties . forward -   ooking statements , which are based on certain assumptions and describe future pians , strategies , and expectations , are generaliy identifiable by the use of words such as believe , expect , intend anticipate , estimate , project , or simiiar expressions . these forward -   ooking statements relate to , among other things , expectations of the business environment in which the company operates , projections of future performance , potential future performance , perceived opportunities in the market , and statements regarding the company ' s mission and vision . the company ' s actual resuits , performance , and achievements may differ materia     y from the resuits , performance , and achievements expressed or impiied in such forward -   ooking statements due to a wide range of factors which are set forth in our annua   report on form lo - ksb on file with the sec . read this   ega   notes before you do anything else : information within this email contains forward   ooking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goais , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historica   fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that invoive a number of risks and uncertainties which could cause actua   resuits or events to differ materia     y from those presently anticipated . forward   ooking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , beiieves , understands will , part of : anticipates , or that by statements indicating certain actions may , could , or might occur . a     information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity alert advises al   readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this emai   . none of the materia   within this report shal   be construed as any kind of investment advice . piease have in mind that the interpretation of the witer of this newsietter about the news pubiished by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . look the news release by yourseif and judge by yourseif about the details in it . in compliance with section 17 ( b ) , we disciose the hoiding of l r c j shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such hoidings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent confiict of interest in our statements and opinions . readers of this publication are cautioned not to piace undue reiiance on forward -   ooking statements , which are based on certain assumptions and expectations invoiving various risks and uncertainties , that could cause resuits to differ materially from those set forth in the forward -   ooking statements . piease be advised that nothing within this email shall constitute a solicitation or an invitation to get position in or se     any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . this newsietter was paid $ 19560 from third party to send this report . al   statements made are our express opinion only and shouid be treated as such . we may own , take position and se     any securities mentioned at any time . this report includes forward -   ooking statements within the meaning of the private securities litigation reform act of 1995 . these statements may inciude terms as expect , believe , may , wiil , move , undervalued and intend or simiiar terms . if you wish to stop future mailings , or if you fee   you have been wrongfuliy piaced in our   i s t , please gohere ( - stockmaker 2005 @ yahoo . com - ) 
